,Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
792,792,683,Aromatisse,Parfinesse,フレフワン (Frefuwan),6,Normal,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,462.0,101.0,72.0,72.0,99.0,89.0,29.0,140.0,70.0,162.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
793,793,684,Swirlix,Flauschling,ペロッパフ (Peroppafu),6,Normal,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,341.0,62.0,48.0,66.0,59.0,57.0,49.0,200.0,70.0,68.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
794,794,685,Slurpuff,Sabbaione,ペロリーム (Peroream),6,Normal,Meringue Pokémon,1,Fairy,,0.8,5.0,2,Sweet Veil,,Unburden,480.0,82.0,80.0,86.0,85.0,75.0,72.0,140.0,70.0,168.0,Medium Fast,1,Fairy,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
795,795,686,Inkay,Iscalar,マーイーカ (Maaiika),6,Normal,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,288.0,53.0,54.0,53.0,37.0,46.0,45.0,190.0,70.0,58.0,Medium Fast,2,Water 1,Water 2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
796,796,687,Malamar,Calamanero,カラマネロ (Calamanero),6,Normal,Overturning Pokémon,2,Dark,Psychic,1.5,47.0,3,Contrary,Suction Cups,Infiltrator,482.0,86.0,92.0,88.0,68.0,75.0,73.0,80.0,70.0,169.0,Medium Fast,2,Water 1,Water 2,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
797,797,688,Binacle,Bithora,カメテテ (Kametete),6,Normal,Two-Handed Pokémon,2,Rock,Water,0.5,31.0,3,Sniper,Tough Claws,Pickpocket,306.0,42.0,52.0,67.0,39.0,56.0,50.0,120.0,70.0,61.0,Medium Fast,1,Water 3,,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
798,798,689,Barbaracle,Thanathora,ガメノデス (Gamenodes),6,Normal,Collective Pokémon,2,Rock,Water,1.3,96.0,3,Sniper,Tough Claws,Pickpocket,500.0,72.0,105.0,115.0,54.0,86.0,68.0,45.0,70.0,175.0,Medium Fast,1,Water 3,,50.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
799,799,690,Skrelp,Algitt,クズモー (Kuzumo),6,Normal,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,320.0,50.0,60.0,60.0,60.0,60.0,30.0,225.0,70.0,64.0,Medium Fast,2,Dragon,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
800,800,691,Dragalge,Tandrak,ドラミドロ (Dramidoro),6,Normal,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,494.0,65.0,75.0,90.0,97.0,123.0,44.0,55.0,70.0,173.0,Medium Fast,2,Dragon,Water 1,50.0,20.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
801,801,692,Clauncher,Scampisto,ウデッポウ (Udeppou),6,Normal,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,,,330.0,50.0,53.0,62.0,58.0,63.0,44.0,225.0,70.0,66.0,Slow,2,Water 1,Water 3,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
802,802,693,Clawitzer,Wummer,ブロスター (Bloster),6,Normal,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,,,500.0,71.0,73.0,88.0,120.0,89.0,59.0,55.0,70.0,100.0,Slow,2,Water 1,Water 3,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
803,803,694,Helioptile,Eguana,エリキテル (Erikiteru),6,Normal,Generator Pokémon,2,Electric,Normal,0.5,6.0,3,Dry Skin,Sand Veil,Solar Power,289.0,44.0,38.0,33.0,61.0,43.0,70.0,190.0,70.0,58.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
804,804,695,Heliolisk,Elezard,エレザード (Elezard),6,Normal,Generator Pokémon,2,Electric,Normal,1.0,21.0,3,Dry Skin,Sand Veil,Solar Power,481.0,62.0,55.0,52.0,109.0,94.0,109.0,75.0,70.0,168.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
805,805,696,Tyrunt,Balgoras,チゴラス (Chigoras),6,Normal,Royal Heir Pokémon,2,Rock,Dragon,0.8,26.0,2,Strong Jaw,,Sturdy,362.0,58.0,89.0,77.0,45.0,45.0,48.0,45.0,70.0,72.0,Medium Fast,2,Dragon,Monster,87.5,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
806,806,697,Tyrantrum,Monargoras,ガチゴラス (Gachigoras),6,Normal,Despot Pokémon,2,Rock,Dragon,2.5,270.0,2,Strong Jaw,,Rock Head,521.0,82.0,121.0,119.0,69.0,59.0,71.0,45.0,70.0,182.0,Medium Fast,2,Dragon,Monster,87.5,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
807,807,698,Amaura,Amarino,アマルス (Amarus),6,Normal,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,362.0,77.0,59.0,50.0,67.0,63.0,46.0,45.0,70.0,72.0,Medium Fast,1,Monster,,87.5,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
808,808,699,Aurorus,Amagarga,アマルルガ (Amaruruga),6,Normal,Tundra Pokémon,2,Rock,Ice,2.7,225.0,2,Refrigerate,,Snow Warning,521.0,123.0,77.0,72.0,99.0,92.0,58.0,45.0,70.0,104.0,Medium Fast,1,Monster,,87.5,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
809,809,700,Sylveon,Feelinara,ニンフィア (Nymphia),6,Normal,Intertwining Pokémon,1,Fairy,,1.0,23.5,2,Cute Charm,,Pixilate,525.0,95.0,65.0,65.0,110.0,130.0,60.0,45.0,70.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
810,810,701,Hawlucha,Resladero,ルチャブル (Luchabull),6,Normal,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,500.0,78.0,92.0,75.0,74.0,63.0,118.0,100.0,70.0,175.0,Medium Fast,2,Flying,Human-Like,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
811,811,702,Dedenne,Dedenne,デデンネ (Dedenne),6,Normal,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,431.0,67.0,58.0,57.0,81.0,67.0,101.0,180.0,70.0,151.0,Medium Fast,2,Fairy,Field,50.0,20.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
812,812,703,Carbink,Rocara,メレシー (Melecie),6,Normal,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,500.0,50.0,50.0,150.0,50.0,150.0,50.0,60.0,70.0,100.0,Slow,2,Fairy,Mineral,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
813,813,704,Goomy,Viscora,ヌメラ (Numera),6,Normal,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,300.0,45.0,50.0,35.0,55.0,75.0,40.0,45.0,35.0,60.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
814,814,705,Sliggoo,Viscargot,ヌメイル (Numeil),6,Normal,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452.0,68.0,75.0,53.0,83.0,113.0,60.0,45.0,35.0,158.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
815,815,706,Goodra,Viscogon,ヌメルゴン (Numelgon),6,Normal,Dragon Pokémon,1,Dragon,,2.0,150.5,3,Sap Sipper,Hydration,Gooey,600.0,90.0,100.0,70.0,110.0,150.0,80.0,45.0,35.0,270.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
816,816,707,Klefki,Clavion,クレッフィ (Cleffy),6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3.0,2,Prankster,,Magician,470.0,57.0,80.0,91.0,80.0,87.0,75.0,75.0,70.0,165.0,Fast,1,Mineral,,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
817,817,708,Phantump,Paragoni,ボクレー (Bokurei),6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7.0,3,Natural Cure,Frisk,Harvest,309.0,43.0,70.0,48.0,50.0,60.0,38.0,120.0,70.0,62.0,Medium Fast,2,Amorphous,Grass,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
818,818,709,Trevenant,Trombork,オーロット (Ohrot),6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71.0,3,Natural Cure,Frisk,Harvest,474.0,85.0,110.0,76.0,65.0,82.0,56.0,60.0,70.0,166.0,Medium Fast,2,Amorphous,Grass,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
819,819,710,Pumpkaboo Average Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5.0,3,Pickup,Frisk,Insomnia,335.0,49.0,66.0,70.0,44.0,55.0,51.0,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
820,820,710,Pumpkaboo Small Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,335.0,44.0,66.0,70.0,44.0,55.0,56.0,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
821,821,710,Pumpkaboo Large Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,335.0,54.0,66.0,70.0,44.0,55.0,46.0,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
822,822,710,Pumpkaboo Super Size,Irrbis,バケッチャ (Bakeccha),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.8,15.0,3,Pickup,Frisk,Insomnia,335.0,59.0,66.0,70.0,44.0,55.0,41.0,120.0,70.0,67.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
823,823,711,Gourgeist Average Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,494.0,65.0,90.0,122.0,58.0,75.0,84.0,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
824,824,711,Gourgeist Small Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,494.0,55.0,85.0,122.0,58.0,75.0,99.0,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
825,825,711,Gourgeist Large Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14.0,3,Pickup,Frisk,Insomnia,494.0,75.0,95.0,122.0,58.0,75.0,69.0,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
826,826,711,Gourgeist Super Size,Pumpdjinn,パンプジン (Pumpjin),6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39.0,3,Pickup,Frisk,Insomnia,494.0,85.0,100.0,122.0,58.0,75.0,54.0,60.0,70.0,173.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
827,827,712,Bergmite,Arktip,カチコール (Kachikohru),6,Normal,Ice Chunk Pokémon,1,Ice,,1.0,99.5,3,Own Tempo,Ice Body,Sturdy,304.0,55.0,69.0,85.0,32.0,35.0,28.0,190.0,70.0,61.0,Medium Fast,2,Mineral,Monster,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
828,828,713,Avalugg,Arktilas,クレベース (Crebase),6,Normal,Iceberg Pokémon,1,Ice,,2.0,505.0,3,Own Tempo,Ice Body,Sturdy,514.0,95.0,117.0,184.0,44.0,46.0,28.0,55.0,70.0,180.0,Medium Fast,2,Mineral,Monster,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
829,829,714,Noibat,eF-eM,オンバット (Onbat),6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8.0,3,Frisk,Infiltrator,Telepathy,245.0,40.0,30.0,35.0,45.0,40.0,55.0,190.0,70.0,49.0,Medium Fast,2,Dragon,Flying,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
830,830,715,Noivern,UHaFnir,オンバーン (Onvern),6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535.0,85.0,70.0,80.0,97.0,80.0,123.0,45.0,70.0,187.0,Medium Fast,2,Dragon,Flying,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
841,841,722,Rowlet,Bauz,モクロー (Mokuroh),7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320.0,68.0,55.0,55.0,50.0,50.0,42.0,45.0,70.0,64.0,Medium Slow,1,Flying,,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
842,842,723,Dartrix,Arboretoss,フクスロー (Fukuthrow),7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16.0,2,Overgrow,,Long Reach,420.0,78.0,75.0,75.0,70.0,70.0,52.0,45.0,70.0,147.0,Medium Slow,1,Flying,,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
843,843,724,Decidueye,Silvarro,ジュナイパー (Junaiper),7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530.0,78.0,107.0,75.0,100.0,100.0,70.0,45.0,70.0,239.0,Medium Slow,1,Flying,,87.5,15.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
844,844,725,Litten,Flamiau,ニャビー (Nyabby),7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320.0,45.0,65.0,40.0,60.0,40.0,70.0,45.0,70.0,64.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
845,845,726,Torracat,Miezunder,ニャヒート (Nyaheat),7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25.0,2,Blaze,,Intimidate,420.0,65.0,85.0,50.0,80.0,50.0,90.0,45.0,70.0,147.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
846,846,727,Incineroar,Fuegro,ガオガエン (Gaogaen),7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83.0,2,Blaze,,Intimidate,530.0,95.0,115.0,90.0,80.0,90.0,60.0,45.0,70.0,239.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
847,847,728,Popplio,Robball,アシマリ (Ashimari),7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320.0,50.0,54.0,54.0,66.0,56.0,40.0,45.0,70.0,64.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
848,848,729,Brionne,Marikeck,オシャマリ (Osyamari),7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420.0,60.0,69.0,69.0,91.0,81.0,50.0,45.0,70.0,147.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
849,849,730,Primarina,Primarene,アシレーヌ (Ashirene),7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44.0,2,Torrent,,Liquid Voice,530.0,80.0,74.0,74.0,126.0,116.0,60.0,45.0,70.0,239.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
850,850,731,Pikipek,Peppeck,ツツケラ (Tsutsukera),7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265.0,35.0,75.0,30.0,30.0,30.0,65.0,255.0,70.0,53.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
851,851,732,Trumbeak,Trompeck,ケララッパ (Kerarappa),7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355.0,55.0,85.0,50.0,40.0,50.0,75.0,120.0,70.0,124.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
852,852,733,Toucannon,Tukanon,ドデカバシ (Dodekabashi),7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26.0,3,Keen Eye,Skill Link,Sheer Force,485.0,80.0,120.0,75.0,75.0,75.0,60.0,45.0,70.0,218.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
853,853,734,Yungoos,Mangunior,ヤングース (Youngoose),7,Normal,Loitering Pokémon,1,Normal,,0.4,6.0,3,Strong Jaw,Stakeout,Adaptability,253.0,48.0,70.0,30.0,30.0,30.0,45.0,255.0,70.0,51.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
854,854,735,Gumshoos,Manguspektor,デカグース (Dekagoose),7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418.0,88.0,110.0,60.0,55.0,60.0,45.0,127.0,70.0,146.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
855,855,736,Grubbin,Mabula,アゴジムシ (Agojimushi),7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300.0,47.0,62.0,45.0,55.0,45.0,46.0,255.0,70.0,60.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
856,856,737,Charjabug,Akkup,デンヂムシ (Dendimushi),7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400.0,57.0,82.0,95.0,55.0,75.0,36.0,120.0,70.0,140.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
857,857,738,Vikavolt,Donarion,クワガノン (Kuwagannon),7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45.0,1,Levitate,,,500.0,77.0,70.0,90.0,145.0,75.0,43.0,45.0,70.0,225.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
858,858,739,Crabrawler,Krabbox,マケンカニ (Makenkani),7,Normal,Boxing Pokémon,1,Fighting,,0.6,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338.0,47.0,82.0,57.0,42.0,47.0,63.0,225.0,70.0,68.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
859,859,740,Crabominable,Krawell,ケケンカニ (Kekenkani),7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478.0,97.0,132.0,77.0,62.0,67.0,43.0,60.0,70.0,167.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
860,860,741,Oricorio Baile Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
861,861,741,Oricorio Pom-Pom Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
862,862,741,Oricorio Pa'u Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
863,863,741,Oricorio Sensu Style,Choreogel,オドリドリ (Odoridori),7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
